Notice: it is a crossflow
tfa_in(c), tfa_out(c), humidfa_in(kg/kg), humidfa_out(kg/kg), rhfa_in, rhfa_out, Pvapfa_in(pa), Pvapfa_out(pa),	tpf_in(c), tpf_out(c), humidpf_in(kg / kg), humidpf_out(kg / kg), rhpf_in, rhpf_out, Pvappf_in(pa), Pvappf_out(pa)
35, 28.7351, 0.0211578, 0.0141326, 0.59, 0.568087, 3297.57, 2227.2, 27, 33.2652, 0.0121019, 0.0190648, 0.54, 0.587448, 1913.34, 2981.15
tfa(c)_MAP
D/L_index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
0, 0.0191143, 0.0194822, 0.0198229, 0.0201191, 0.0203645, 0.0205606, 0.0207132, 0.0208296, 0.020917, 0.0209819, 0.0210297, 0.0210648, 0.0210904, 0.021109, 0.0211225, 0.0211323, 0.0211393, 0.0211445, 0.0211482, 0.0211508, 0.0211528
1, 0.017619, 0.0181563, 0.0186653, 0.0191254, 0.0195261, 0.0198651, 0.020145, 0.0203718, 0.0205525, 0.0206948, 0.0208056, 0.020891, 0.0209565, 0.0210064, 0.0210443, 0.0210728, 0.0210943, 0.0211105, 0.0211225, 0.0211316, 0.0211383
2, 0.0164932, 0.0170974, 0.0176797, 0.0182211, 0.0187103, 0.019142, 0.0195152, 0.0198322, 0.0200973, 0.0203159, 0.020494, 0.0206376, 0.0207522, 0.0208431, 0.0209146, 0.0209705, 0.021014, 0.0210477, 0.0210737, 0.0210937, 0.021109
3, 0.0156279, 0.016244, 0.0168461, 0.0174183, 0.01795, 0.0184347, 0.0188689, 0.0192519, 0.0195847, 0.01987, 0.0201115, 0.0203136, 0.0204809, 0.0206181, 0.0207296, 0.0208197, 0.0208919, 0.0209494, 0.020995, 0.021031, 0.0210593
4, 0.0149521, 0.0155504, 0.0161422, 0.0167146, 0.0172585, 0.017767, 0.0182358, 0.0186618, 0.0190439, 0.0193821, 0.0196777, 0.0199332, 0.0201514, 0.020336, 0.0204906, 0.0206189, 0.0207247, 0.0208112, 0.0208816, 0.0209384, 0.0209841
5, 0.014418, 0.0149826, 0.0155473, 0.0161019, 0.0166384, 0.0171507, 0.0176337, 0.0180835, 0.0184975, 0.0188739, 0.0192121, 0.0195124, 0.0197761, 0.0200053, 0.0202024, 0.0203704, 0.0205124, 0.0206313, 0.0207303, 0.0208121, 0.0208794
6, 0.0139918, 0.0145149, 0.0150437, 0.0155701, 0.0160872, 0.0165895, 0.0170722, 0.0175308, 0.017962, 0.0183629, 0.0187316, 0.0190667, 0.0193683, 0.0196366, 0.019873, 0.0200793, 0.0202577, 0.0204105, 0.0205406, 0.0206503, 0.0207423
7, 0.0136491, 0.0141276, 0.0146166, 0.0151092, 0.0155998, 0.0160834, 0.0165554, 0.0170117, 0.0174483, 0.017862, 0.01825, 0.01861, 0.0189406, 0.0192412, 0.0195117, 0.0197528, 0.0199657, 0.020152, 0.0203137, 0.0204529, 0.0205719
8, 0.013372, 0.0138056, 0.0142534, 0.0147099, 0.0151701, 0.0156295, 0.0160841, 0.0165299, 0.0169631, 0.0173802, 0.0177778, 0.0181534, 0.0185046, 0.0188298, 0.0191281, 0.0193991, 0.019643, 0.0198605, 0.0200529, 0.0202217, 0.0203686
9, 0.0131468, 0.0135368, 0.0139442, 0.014364, 0.014792, 0.0152242, 0.0156571, 0.0160869, 0.01651, 0.016923, 0.0173225, 0.0177056, 0.0180695, 0.018412, 0.0187314, 0.0190266, 0.0192969, 0.0195423, 0.019763, 0.0199601, 0.0201345
10, 0.012963, 0.0133119, 0.0136804, 0.0140642, 0.0144596, 0.0148633, 0.0152719, 0.015682, 0.0160905, 0.0164939, 0.0168891, 0.017273, 0.0176427, 0.0179957, 0.0183298, 0.0186433, 0.0189348, 0.0192037, 0.0194495, 0.0196724, 0.0198729
11, 0.0128126, 0.0131232, 0.0134549, 0.0138042, 0.0141677, 0.0145425, 0.0149255, 0.0153138, 0.0157044, 0.0160943, 0.0164804, 0.0168598, 0.0172297, 0.0175872, 0.0179301, 0.0182562, 0.0185638, 0.0188514, 0.0191182, 0.0193637, 0.0195879
12, 0.0126891, 0.0129645, 0.0132621, 0.0135787, 0.0139115, 0.0142577, 0.0146148, 0.0149801, 0.0153509, 0.0157245, 0.0160981, 0.016469, 0.0168343, 0.0171914, 0.0175379, 0.0178714, 0.0181898, 0.0184915, 0.0187751, 0.0190395, 0.0192842
13, 0.0125876, 0.0128309, 0.013097, 0.013383, 0.0136865, 0.0140052, 0.0143366, 0.0146784, 0.0150284, 0.0153839, 0.0157426, 0.0161018, 0.016459, 0.0168117, 0.0171573, 0.0174936, 0.0178183, 0.0181295, 0.0184255, 0.0187049, 0.0189667
14, 0.0125039, 0.0127182, 0.0129554, 0.0132131, 0.0134891, 0.0137813, 0.0140878, 0.0144063, 0.0147349, 0.0150714, 0.0154135, 0.015759, 0.0161053, 0.0164503, 0.0167915, 0.0171266, 0.0174535, 0.01777, 0.0180743, 0.0183648, 0.0186401
15, 0.0124349, 0.0126232, 0.0128341, 0.0130656, 0.0133159, 0.0135831, 0.0138655, 0.0141613, 0.0144686, 0.0147856, 0.0151101, 0.0154402, 0.0157738, 0.0161086, 0.0164425, 0.0167733, 0.0170988, 0.017417, 0.0177259, 0.0180237, 0.0183088
16, 0.0123779, 0.0125428, 0.0127299, 0.0129375, 0.0131639, 0.0134076, 0.0136672, 0.013941, 0.0142273, 0.0145247, 0.0148312, 0.0151451, 0.0154645, 0.0157874, 0.0161117, 0.0164355, 0.0167568, 0.0170734, 0.0173835, 0.0176853, 0.0179769
17, 0.0123307, 0.0124749, 0.0126405, 0.0128262, 0.0130306, 0.0132524, 0.0134903, 0.013743, 0.0140091, 0.0142871, 0.0145755, 0.0148727, 0.0151769, 0.0154866, 0.0157998, 0.0161146, 0.0164292, 0.0167417, 0.0170501, 0.0173527, 0.0176478
18, 0.0122917, 0.0124175, 0.0125638, 0.0127295, 0.0129136, 0.0131151, 0.0133327, 0.0135653, 0.0138119, 0.014071, 0.0143415, 0.0146218, 0.0149105, 0.0152061, 0.0155069, 0.0158112, 0.0161173, 0.0164234, 0.0167278, 0.0170287, 0.0173243
19, 0.0122594, 0.0123689, 0.0124979, 0.0126456, 0.0128111, 0.0129937, 0.0131923, 0.013406, 0.0136339, 0.0138749, 0.0141277, 0.0143913, 0.0146642, 0.0149452, 0.0152328, 0.0155255, 0.0158217, 0.0161198, 0.0164181, 0.016715, 0.0170088
20, 0.0122326, 0.0123278, 0.0124414, 0.0125727, 0.0127213, 0.0128864, 0.0130673, 0.0132633, 0.0134735, 0.013697, 0.0139328, 0.0141799, 0.0144371, 0.0147034, 0.0149773, 0.0152575, 0.0155428, 0.0158314, 0.0161221, 0.0164132, 0.0167031
humidpf(kg/kg)_MAP
D/L_index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
0, 0.0141273, 0.015788, 0.017111, 0.0181405, 0.0189267, 0.0195186, 0.0199592, 0.0202845, 0.0205231, 0.0206975, 0.0208244, 0.0209166, 0.0209834, 0.0210318, 0.0210668, 0.021092, 0.0211103, 0.0211235, 0.021133, 0.0211399, 0.0211449
1, 0.0135839, 0.0148981, 0.0160455, 0.0170304, 0.0178613, 0.0185507, 0.0191139, 0.0195676, 0.0199288, 0.0202134, 0.0204355, 0.0206077, 0.0207404, 0.020842, 0.0209195, 0.0209784, 0.021023, 0.0210567, 0.0210821, 0.0211012, 0.0211156
2, 0.0132177, 0.0142671, 0.015244, 0.0161403, 0.0169488, 0.0176655, 0.0182898, 0.0188245, 0.0192758, 0.0196513, 0.0199601, 0.0202113, 0.0204138, 0.0205757, 0.0207043, 0.0208057, 0.0208854, 0.0209476, 0.0209961, 0.0210337, 0.0210627
3, 0.0129596, 0.0138054, 0.0146316, 0.0154273, 0.0161809, 0.0168819, 0.0175225, 0.0180977, 0.0186058, 0.0190477, 0.0194268, 0.0197479, 0.0200169, 0.0202399, 0.0204232, 0.0205726, 0.0206936, 0.020791, 0.020869, 0.0209311, 0.0209803
4, 0.0127717, 0.0134591, 0.0141568, 0.0148543, 0.0155397, 0.0162013, 0.0168289, 0.0174137, 0.0179497, 0.0184333, 0.0188632, 0.0192403, 0.0195668, 0.0198464, 0.0200833, 0.0202822, 0.0204479, 0.0205849, 0.0206973, 0.0207891, 0.0208636
5, 0.0126313, 0.0131941, 0.0137837, 0.014391, 0.0150056, 0.0156165, 0.0162132, 0.0167864, 0.0173278, 0.0178315, 0.018293, 0.0187101, 0.0190821, 0.0194098, 0.0196954, 0.0199417, 0.0201522, 0.0203305, 0.0204804, 0.0206055, 0.0207093
6, 0.0125243, 0.0129879, 0.013487, 0.0140141, 0.0145604, 0.0151166, 0.0156731, 0.0162209, 0.0167516, 0.0172581, 0.0177343, 0.018176, 0.0185803, 0.0189457, 0.0192722, 0.0195607, 0.0198132, 0.020032, 0.0202201, 0.0203805, 0.0205163
7, 0.0124415, 0.0128254, 0.0132487, 0.0137056, 0.0141887, 0.0146904, 0.0152025, 0.0157171, 0.0162263, 0.0167227, 0.0172, 0.0176527, 0.0180766, 0.0184685, 0.0188266, 0.0191503, 0.0194397, 0.0196959, 0.0199208, 0.0201165, 0.0202854
8, 0.0123766, 0.0126958, 0.0130557, 0.0134514, 0.0138773, 0.0143271, 0.0147942, 0.0152717, 0.0157526, 0.0162302, 0.0166981, 0.0171507, 0.0175829, 0.0179906, 0.0183708, 0.0187214, 0.0190413, 0.0193301, 0.0195885, 0.0198177, 0.0200192
9, 0.0123251, 0.0125915, 0.012898, 0.0132409, 0.0136156, 0.0140173, 0.0144406, 0.0148797, 0.0153288, 0.0157819, 0.0162331, 0.0166769, 0.0171082, 0.0175223, 0.0179154, 0.0182846, 0.0186276, 0.0189431, 0.0192304, 0.0194897, 0.0197218
10, 0.0122841, 0.012507, 0.0127685, 0.0130656, 0.013395, 0.0137527, 0.0141345, 0.0145358, 0.0149517, 0.015377, 0.0158066, 0.0162354, 0.0166584, 0.017071, 0.017469, 0.0178489, 0.0182078, 0.0185433, 0.0188541, 0.0191392, 0.0193985
11, 0.012251, 0.0124381, 0.0126615, 0.0129191, 0.0132084, 0.0135264, 0.0138697, 0.0142347, 0.0146173, 0.0150133, 0.0154183, 0.0158278, 0.0162371, 0.0166419, 0.0170381, 0.0174217, 0.0177895, 0.0181387, 0.018467, 0.0187729, 0.0190554
12, 0.0122243, 0.0123815, 0.0125726, 0.0127961, 0.0130501, 0.0133324, 0.0136404, 0.0139711, 0.0143215, 0.014688, 0.0150669, 0.0154544, 0.0158462, 0.0162385, 0.0166273, 0.0170087, 0.0173793, 0.017736, 0.0180762, 0.0183975, 0.0186985
13, 0.0122025, 0.012335, 0.0124986, 0.0126926, 0.0129155, 0.0131659, 0.0134416, 0.0137406, 0.0140603, 0.0143978, 0.0147502, 0.0151141, 0.015486, 0.0158624, 0.0162396, 0.016614, 0.0169823, 0.0173411, 0.0176876, 0.0180192, 0.0183339
14, 0.0121848, 0.0122965, 0.0124368, 0.0126051, 0.0128008, 0.0130226, 0.0132692, 0.0135389, 0.0138297, 0.0141394, 0.0144656, 0.0148054, 0.015156, 0.0155142, 0.0158768, 0.0162405, 0.016602, 0.0169583, 0.0173063, 0.0176433, 0.017967
15, 0.0121703, 0.0122646, 0.0123849, 0.0125311, 0.0127028, 0.0128992, 0.0131195, 0.0133624, 0.0136263, 0.0139097, 0.0142104, 0.0145263, 0.0148549, 0.0151935, 0.0155394, 0.0158896, 0.0162411, 0.016591, 0.0169364, 0.0172745, 0.0176028
16, 0.0121584, 0.012238, 0.0123413, 0.0124682, 0.0126189, 0.0127928, 0.0129894, 0.0132078, 0.0134469, 0.0137055, 0.0139819, 0.0142744, 0.014581, 0.0148995, 0.0152273, 0.0155621, 0.0159011, 0.0162416, 0.0165809, 0.0169163, 0.0172453
17, 0.0121487, 0.0122159, 0.0123045, 0.0124148, 0.012547, 0.0127009, 0.0128762, 0.0130724, 0.0132887, 0.0135242, 0.0137777, 0.0140477, 0.0143327, 0.0146308, 0.01494, 0.0152581, 0.0155827, 0.0159116, 0.016242, 0.0165716, 0.0168978
18, 0.0121406, 0.0121975, 0.0122736, 0.0123694, 0.0124853, 0.0126214, 0.0127776, 0.0129537, 0.0131491, 0.0133632, 0.0135952, 0.0138438, 0.0141079, 0.0143859, 0.0146762, 0.014977, 0.0152861, 0.0156016, 0.015921, 0.0162423, 0.0165629
19, 0.0121339, 0.0121821, 0.0122474, 0.0123306, 0.0124322, 0.0125525, 0.0126917, 0.0128496, 0.0130259, 0.0132204, 0.0134322, 0.0136607, 0.0139047, 0.0141632, 0.0144348, 0.014718, 0.0150109, 0.0153119, 0.0156188, 0.0159297, 0.0162424
20, 0.0121285, 0.0121692, 0.0122253, 0.0122975, 0.0123866, 0.0124929, 0.0126168, 0.0127582, 0.0129172, 0.0130935, 0.0132867, 0.0134963, 0.0137213, 0.0139611, 0.0142144, 0.01448, 0.0147564, 0.0150422, 0.0153356, 0.0156347, 0.0159377
pvapfa(pa)_MAP
D/L_index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
0, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57, 3297.57
1, 2988.66, 3044.42, 3096, 3140.8, 3177.88, 3207.5, 3230.54, 3248.09, 3261.27, 3271.06, 3278.27, 3283.56, 3287.41, 3290.22, 3292.25, 3293.72, 3294.79, 3295.56, 3296.12, 3296.52, 3296.82
2, 2761.37, 2843.15, 2920.51, 2990.33, 3051.07, 3102.38, 3144.72, 3178.98, 3206.28, 3227.75, 3244.47, 3257.36, 3267.24, 3274.76, 3280.46, 3284.77, 3288.01, 3290.44, 3292.26, 3293.62, 3294.64
3, 2589.54, 2681.82, 2770.6, 2853.01, 2927.35, 2992.85, 3049.41, 3097.4, 3137.5, 3170.54, 3197.44, 3219.12, 3236.42, 3250.13, 3260.91, 3269.34, 3275.89, 3280.97, 3284.89, 3287.91, 3290.22
4, 2457.03, 2551.41, 2643.45, 2730.76, 2811.76, 2885.47, 2951.42, 3009.51, 3059.94, 3103.12, 3139.65, 3170.19, 3195.46, 3216.18, 3233.01, 3246.6, 3257.48, 3266.16, 3273.04, 3278.46, 3282.73
5, 2353.3, 2445.15, 2535.81, 2623.36, 2706.39, 2783.9, 2855.23, 2919.98, 2977.97, 3029.24, 3074.03, 3112.68, 3145.69, 3173.58, 3196.93, 3216.31, 3232.27, 3245.32, 3255.93, 3264.5, 3271.4
6, 2271.16, 2357.99, 2444.67, 2529.64, 2611.71, 2689.94, 2763.58, 2832.08, 2895.02, 2952.18, 3003.48, 3048.99, 3088.92, 3123.59, 3153.4, 3178.78, 3200.22, 3218.18, 3233.12, 3245.46, 3255.6
7, 2205.52, 2286.07, 2367.37, 2448.16, 2527.4, 2604.24, 2677.96, 2747.91, 2813.59, 2874.57, 2930.57, 2981.44, 3027.15, 3067.8, 3103.58, 3134.78, 3161.74, 3184.84, 3204.47, 3221.04, 3234.93
8, 2152.67, 2226.44, 2301.71, 2377.42, 2452.71, 2526.8, 2599.02, 2668.72, 2735.34, 2798.37, 2857.39, 2912.11, 2962.31, 3007.89, 3048.88, 3085.39, 3117.6, 3145.77, 3170.2, 3191.24, 3209.2
9, 2109.89, 2176.8, 2245.82, 2316.06, 2386.77, 2457.27, 2526.92, 2595.13, 2661.31, 2724.94, 2785.54, 2842.7, 2896.09, 2945.49, 2990.74, 3031.82, 3068.76, 3101.69, 3130.79, 3156.31, 3178.5
10, 2075.1, 2135.34, 2198.18, 2262.84, 2328.68, 2395.09, 2461.5, 2527.34, 2592.08, 2655.19, 2716.16, 2774.54, 2829.93, 2882.02, 2930.55, 2975.35, 3016.34, 3053.51, 3086.94, 3116.75, 3143.13
11, 2046.69, 2100.61, 2157.49, 2216.67, 2277.56, 2339.65, 2402.4, 2465.32, 2527.89, 2589.61, 2650, 2708.59, 2764.95, 2818.71, 2869.53, 2917.17, 2961.43, 3002.21, 3039.46, 3073.21, 3103.56
12, 2023.42, 2071.45, 2122.7, 2176.59, 2232.62, 2290.31, 2349.2, 2408.84, 2468.75, 2528.48, 2587.56, 2645.54, 2701.99, 2756.51, 2808.73, 2858.34, 2905.09, 2948.76, 2989.25, 3026.47, 3060.42
13, 2004.32, 2046.92, 2092.92, 2141.81, 2193.13, 2246.48, 2301.43, 2357.59, 2414.53, 2471.83, 2529.06, 2585.8, 2641.64, 2696.16, 2748.99, 2799.79, 2848.24, 2894.11, 2937.18, 2977.3, 3014.41
14, 1988.6, 2026.26, 2067.4, 2111.59, 2158.44, 2207.57, 2258.62, 2311.22, 2365.01, 2419.59, 2474.6, 2529.63, 2584.28, 2638.18, 2690.95, 2742.24, 2791.7, 2839.07, 2884.07, 2926.52, 2966.26
15, 1975.64, 2008.82, 2045.52, 2085.35, 2127.97, 2173.06, 2220.3, 2269.36, 2319.91, 2371.62, 2424.14, 2477.11, 2530.16, 2582.95, 2635.1, 2686.27, 2736.12, 2784.35, 2830.68, 2874.85, 2916.68
16, 1964.95, 1994.11, 2026.75, 2062.55, 2101.22, 2142.48, 2186.05, 2231.63, 2278.94, 2327.69, 2377.56, 2428.23, 2479.38, 2530.67, 2581.76, 2632.32, 2682.02, 2730.56, 2777.63, 2822.97, 2866.34
17, 1956.12, 1981.67, 2010.63, 2042.74, 2077.74, 2115.39, 2155.45, 2197.67, 2241.8, 2287.57, 2334.71, 2382.94, 2431.95, 2481.46, 2531.14, 2580.69, 2629.8, 2678.15, 2725.46, 2771.44, 2815.85
18, 1948.81, 1971.15, 1996.8, 2025.53, 2057.14, 2091.41, 2128.16, 2167.15, 2208.17, 2251, 2295.38, 2341.08, 2387.82, 2435.34, 2483.36, 2531.58, 2579.72, 2627.49, 2674.59, 2720.76, 2765.73
19, 1942.76, 1962.26, 1984.92, 2010.57, 2039.05, 2070.19, 2103.82, 2139.74, 2177.77, 2217.72, 2259.37, 2302.51, 2346.9, 2392.29, 2438.45, 2485.11, 2531.99, 2578.84, 2625.37, 2671.31, 2716.42
20, 1937.75, 1954.73, 1974.72, 1997.58, 2023.2, 2051.43, 2082.13, 2115.15, 2150.32, 2187.49, 2226.46, 2267.04, 2309.04, 2352.23, 2396.4, 2441.31, 2486.72, 2532.37, 2578.02, 2623.41, 2668.28
pvappf(kg/kg)_MAP
D/L_index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
0, 1913.34, 2226.37, 2481.55, 2683.89, 2840.75, 2960.21, 3049.93, 3116.62, 3165.8, 3201.85, 3228.17, 3247.31, 3261.21, 3271.29, 3278.58, 3283.85, 3287.67, 3290.42, 3292.41, 3293.84, 3294.88
1, 1913.34, 2142.6, 2344.99, 2521, 2671.58, 2798.26, 2903.11, 2988.6, 3057.36, 3112.03, 3155.05, 3188.62, 3214.62, 3234.64, 3249.97, 3261.66, 3270.54, 3277.27, 3282.35, 3286.17, 3289.05
2, 1913.34, 2086.04, 2247.91, 2398.11, 2535.5, 2659.13, 2768.44, 2863.45, 2944.69, 3013.14, 3070.03, 3116.76, 3154.74, 3185.34, 3209.79, 3229.19, 3244.5, 3256.51, 3265.9, 3273.2, 3278.87
3, 1913.34, 2046.15, 2176.77, 2304.01, 2426.24, 2541.72, 2648.91, 2746.65, 2834.24, 2911.47, 2978.55, 3036.03, 3084.65, 3125.34, 3159.06, 3186.75, 3209.31, 3227.58, 3242.27, 3254.03, 3263.4
4, 1913.34, 2017.09, 2123.33, 2230.92, 2338.24, 2443.48, 2544.86, 2640.8, 2730.05, 2811.71, 2885.27, 2950.57, 3007.76, 3057.23, 3099.55, 3135.39, 3165.46, 3190.49, 3211.17, 3228.14, 3241.98
5, 1913.34, 1995.36, 2082.4, 2173.41, 2266.99, 2361.49, 2455.25, 2546.67, 2634.31, 2716.96, 2793.72, 2863.94, 2927.32, 2983.77, 3033.46, 3076.71, 3113.98, 3145.8, 3172.75, 3195.39, 3214.28
6, 1913.34, 1978.8, 2050.53, 2127.64, 2208.94, 2293.06, 2378.55, 2463.94, 2547.85, 2629.01, 2706.32, 2778.92, 2846.15, 2907.6, 2963.08, 3012.6, 3056.32, 3094.53, 3127.64, 3156.07, 3180.31
7, 1913.34, 1965.97, 2025.39, 2090.84, 2161.36, 2235.83, 2313.05, 2391.75, 2470.69, 2548.67, 2624.59, 2697.46, 2766.49, 2831.02, 2890.61, 2945.01, 2994.11, 3037.97, 3076.79, 3110.82, 3140.41
8, 1913.34, 1955.92, 2005.34, 2061, 2122.14, 2187.85, 2257.15, 2329.01, 2402.35, 2476.12, 2549.26, 2620.83, 2689.94, 2755.85, 2817.94, 2875.77, 2929.03, 2977.58, 3021.37, 3060.52, 3095.21
9, 1913.34, 1947.95, 1989.2, 2036.63, 2089.63, 2147.49, 2209.43, 2274.61, 2342.15, 2411.12, 2480.61, 2549.71, 2617.59, 2683.45, 2746.61, 2806.5, 2862.66, 2914.79, 2962.68, 3006.26, 3045.56
10, 1913.34, 1941.58, 1976.11, 2016.59, 2062.55, 2113.43, 2168.64, 2227.49, 2289.27, 2353.21, 2418.52, 2484.4, 2550.06, 2614.75, 2677.77, 2738.49, 2796.37, 2850.98, 2901.98, 2949.17, 2992.43
11, 1913.34, 1936.46, 1965.44, 2000.03, 2039.89, 2084.61, 2133.72, 2186.68, 2242.91, 2301.81, 2362.69, 2424.87, 2487.65, 2550.33, 2612.24, 2672.75, 2731.27, 2787.32, 2840.47, 2890.39, 2936.85
12, 1913.34, 1932.31, 1956.68, 1986.28, 2020.87, 2060.15, 2103.77, 2151.3, 2202.31, 2256.29, 2312.69, 2370.92, 2430.39, 2490.47, 2550.54, 2610, 2668.26, 2724.81, 2779.18, 2830.95, 2879.83
13, 1913.34, 1928.95, 1949.47, 1974.82, 2004.85, 2039.34, 2078.04, 2120.63, 2166.77, 2216.05, 2268.04, 2322.25, 2378.17, 2435.25, 2492.95, 2550.71, 2607.97, 2664.23, 2718.98, 2771.79, 2822.29
14, 1913.34, 1926.2, 1943.5, 1965.24, 1991.31, 2021.59, 2055.9, 2094.01, 2135.65, 2180.51, 2228.25, 2278.47, 2330.73, 2384.6, 2439.57, 2495.15, 2550.84, 2606.14, 2660.57, 2713.67, 2765.05
15, 1913.34, 1923.95, 1938.56, 1957.2, 1979.85, 2006.43, 2036.82, 2070.88, 2108.39, 2149.14, 2192.84, 2239.18, 2287.8, 2338.33, 2390.36, 2443.43, 2497.11, 2550.94, 2604.46, 2657.22, 2708.83
16, 1913.34, 1922.11, 1934.45, 1950.44, 1970.12, 1993.44, 2020.36, 2050.76, 2084.52, 2121.45, 2161.35, 2203.98, 2249.04, 2296.23, 2345.19, 2395.55, 2446.92, 2498.88, 2551.02, 2602.91, 2654.16
17, 1913.34, 1920.59, 1931.02, 1944.75, 1961.84, 1982.31, 2006.13, 2033.25, 2063.59, 2097.02, 2133.38, 2172.49, 2214.11, 2258.01, 2303.88, 2351.42, 2400.27, 2450.08, 2500.48, 2551.08, 2601.48
18, 1913.34, 1919.34, 1928.17, 1939.95, 1954.8, 1972.75, 1993.82, 2018, 2045.24, 2075.45, 2108.53, 2144.33, 2182.69, 2223.39, 2266.2, 2310.87, 2357.1, 2404.58, 2452.97, 2501.94, 2551.12
19, 1913.34, 1918.31, 1925.78, 1935.9, 1948.79, 1964.53, 1983.17, 2004.71, 2029.14, 2056.41, 2086.46, 2119.18, 2154.44, 2192.08, 2231.92, 2273.73, 2317.29, 2362.32, 2408.53, 2455.62, 2503.27
20, 1913.34, 1917.46, 1923.78, 1932.47, 1943.67, 1957.47, 1973.94, 1993.11, 2015.01, 2039.6, 2066.86, 2096.71, 2129.07, 2163.8, 2200.77, 2239.79, 2280.68, 2323.21, 2367.12, 2412.17, 2458.05
flfa(kg/s)_MAP @ per segment per channel
D/L index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
0, 1.45051e-005, 1.45103e-005, 1.45152e-005, 1.45194e-005, 1.45229e-005, 1.45257e-005, 1.45278e-005, 1.45295e-005, 1.45307e-005, 1.45317e-005, 1.45323e-005, 1.45328e-005, 1.45332e-005, 1.45335e-005, 1.45337e-005, 1.45338e-005, 1.45339e-005, 1.4534e-005, 1.4534e-005, 1.45341e-005, 1.45341e-005
1, 1.44838e-005, 1.44914e-005, 1.44987e-005, 1.45052e-005, 1.45109e-005, 1.45158e-005, 1.45197e-005, 1.4523e-005, 1.45255e-005, 1.45276e-005, 1.45291e-005, 1.45304e-005, 1.45313e-005, 1.4532e-005, 1.45325e-005, 1.4533e-005, 1.45333e-005, 1.45335e-005, 1.45337e-005, 1.45338e-005, 1.45339e-005
2, 1.44678e-005, 1.44764e-005, 1.44847e-005, 1.44924e-005, 1.44993e-005, 1.45055e-005, 1.45108e-005, 1.45153e-005, 1.45191e-005, 1.45222e-005, 1.45247e-005, 1.45268e-005, 1.45284e-005, 1.45297e-005, 1.45307e-005, 1.45315e-005, 1.45321e-005, 1.45326e-005, 1.4533e-005, 1.45332e-005, 1.45335e-005
3, 1.44555e-005, 1.44642e-005, 1.44728e-005, 1.44809e-005, 1.44885e-005, 1.44954e-005, 1.45016e-005, 1.4507e-005, 1.45118e-005, 1.45158e-005, 1.45193e-005, 1.45221e-005, 1.45245e-005, 1.45265e-005, 1.45281e-005, 1.45293e-005, 1.45304e-005, 1.45312e-005, 1.45318e-005, 1.45324e-005, 1.45328e-005
4, 1.44458e-005, 1.44544e-005, 1.44628e-005, 1.44709e-005, 1.44787e-005, 1.44859e-005, 1.44926e-005, 1.44986e-005, 1.45041e-005, 1.45089e-005, 1.45131e-005, 1.45167e-005, 1.45198e-005, 1.45225e-005, 1.45247e-005, 1.45265e-005, 1.4528e-005, 1.45292e-005, 1.45302e-005, 1.4531e-005, 1.45317e-005
5, 1.44382e-005, 1.44463e-005, 1.44543e-005, 1.44622e-005, 1.44698e-005, 1.44771e-005, 1.4484e-005, 1.44904e-005, 1.44963e-005, 1.45017e-005, 1.45065e-005, 1.45107e-005, 1.45145e-005, 1.45178e-005, 1.45206e-005, 1.4523e-005, 1.4525e-005, 1.45267e-005, 1.45281e-005, 1.45292e-005, 1.45302e-005
6, 1.44322e-005, 1.44396e-005, 1.44471e-005, 1.44546e-005, 1.4462e-005, 1.44691e-005, 1.4476e-005, 1.44825e-005, 1.44887e-005, 1.44944e-005, 1.44996e-005, 1.45044e-005, 1.45087e-005, 1.45125e-005, 1.45159e-005, 1.45188e-005, 1.45214e-005, 1.45235e-005, 1.45254e-005, 1.45269e-005, 1.45282e-005
7, 1.44273e-005, 1.44341e-005, 1.44411e-005, 1.44481e-005, 1.44551e-005, 1.44619e-005, 1.44687e-005, 1.44751e-005, 1.44814e-005, 1.44873e-005, 1.44928e-005, 1.44979e-005, 1.45026e-005, 1.45069e-005, 1.45107e-005, 1.45142e-005, 1.45172e-005, 1.45198e-005, 1.45221e-005, 1.45241e-005, 1.45258e-005
8, 1.44233e-005, 1.44295e-005, 1.44359e-005, 1.44424e-005, 1.44489e-005, 1.44555e-005, 1.44619e-005, 1.44683e-005, 1.44745e-005, 1.44804e-005, 1.44861e-005, 1.44914e-005, 1.44964e-005, 1.4501e-005, 1.45053e-005, 1.45091e-005, 1.45126e-005, 1.45157e-005, 1.45184e-005, 1.45208e-005, 1.45229e-005
